mapping,p,u,exceptional,sample,batch,seed,nanoseconds_per_call
elligator2,11,6,0,26,100,5402,1910.0
elligator2,11,3,0,26,100,5402,1906.0
simple_swu,11,6,0,26,100,5402,2309.0
elligator2,11,4,1,26,100,5402,1905.0
elligator2,11,2,0,26,100,5402,1877.0
elligator2,11,10,0,26,100,5402,1872.0
elligator2,11,3,0,27,100,5402,1890.0
simple_swu,11,8,1,27,100,5402,2283.0
simple_swu,11,3,1,27,100,5402,3286.0
elligator2,11,8,0,27,100,5402,2076.0
simple_swu,11,6,0,27,100,5402,2332.0
elligator2,11,2,0,27,100,5402,1906.0
simple_swu,11,10,0,27,100,5402,2336.0
elligator2,11,5,0,27,100,5402,1915.0
elligator2,11,1,0,27,100,5402,1924.0
simple_swu,11,0,1,27,100,5402,2294.0
elligator2,11,0,0,27,100,5402,1979.0
simple_swu,11,7,0,27,100,5402,2367.0
simple_swu,11,2,0,27,100,5402,2343.0
simple_swu,11,4,0,27,100,5402,2327.0
elligator2,11,7,1,27,100,5402,1915.0
elligator2,11,6,0,27,100,5402,1898.0
simple_swu,11,1,0,27,100,5402,2347.0
elligator2,11,10,0,27,100,5402,1949.0
elligator2,11,4,1,27,100,5402,1912.0
simple_swu,11,5,0,27,100,5402,2339.0
elligator2,11,9,0,27,100,5402,2192.0
simple_swu,11,9,0,27,100,5402,2390.0
elligator2,11,8,0,28,100,5402,1914.0
simple_swu,11,3,1,28,100,5402,2321.0
elligator2,11,0,0,28,100,5402,1941.0
simple_swu,11,8,1,28,100,5402,2330.0
elligator2,11,10,0,28,100,5402,1964.0
elligator2,11,9,0,28,100,5402,1942.0
simple_swu,11,6,0,28,100,5402,2332.0
elligator2,11,4,1,28,100,5402,1954.0
simple_swu,11,1,0,28,100,5402,2350.0
elligator2,11,3,0,28,100,5402,1914.0
simple_swu,11,0,1,28,100,5402,2689.0
simple_swu,11,4,0,28,100,5402,2346.0
elligator2,11,7,1,28,100,5402,2523.0
simple_swu,11,2,0,28,100,5402,2344.0
elligator2,11,6,0,28,100,5402,1953.0
elligator2,11,5,0,28,100,5402,1903.0
simple_swu,11,7,0,28,100,5402,2332.0
simple_swu,11,5,0,28,100,5402,2317.0
elligator2,11,2,0,28,100,5402,1900.0
simple_swu,11,9,0,28,100,5402,2322.0
elligator2,11,1,0,28,100,5402,1900.0
simple_swu,11,10,0,28,100,5402,2355.0
elligator2,11,6,0,29,100,5402,1947.0
elligator2,11,5,0,29,100,5402,1908.0
simple_swu,11,6,0,29,100,5402,2321.0
simple_swu,11,2,0,29,100,5402,2319.0
simple_swu,11,1,0,29,100,5402,2331.0
simple_swu,11,10,0,29,100,5402,2317.0
elligator2,11,0,0,29,100,5402,1980.0
simple_swu,11,9,0,29,100,5402,2350.0
simple_swu,11,0,1,29,100,5402,2292.0
simple_swu,11,3,1,29,100,5402,2239.0
elligator2,11,10,0,29,100,5402,1910.0
elligator2,11,8,0,29,100,5402,1882.0
simple_swu,11,7,0,29,100,5402,2313.0
simple_swu,11,8,1,29,100,5402,2273.0
elligator2,11,1,0,29,100,5402,1910.0
elligator2,11,4,1,29,100,5402,2258.0
elligator2,11,9,0,29,100,5402,1905.0
simple_swu,11,4,0,29,100,5402,2409.0
elligator2,11,2,0,29,100,5402,1888.0
simple_swu,11,5,0,29,100,5402,2342.0
elligator2,11,3,0,29,100,5402,1876.0
elligator2,11,7,1,29,100,5402,1894.0
elligator2,11,2,0,30,100,5402,1858.0
elligator2,11,4,1,30,100,5402,1903.0
simple_swu,11,2,0,30,100,5402,2332.0
simple_swu,11,10,0,30,100,5402,2316.0
elligator2,11,9,0,30,100,5402,1879.0
simple_swu,11,4,0,30,100,5402,2325.0
elligator2,11,0,0,30,100,5402,1913.0
elligator2,11,5,0,30,100,5402,1869.0
simple_swu,11,5,0,30,100,5402,2385.0
simple_swu,11,9,0,30,100,5402,2340.0
elligator2,11,3,0,30,100,5402,1876.0
simple_swu,11,3,1,30,100,5402,2278.0
simple_swu,11,7,0,30,100,5402,2311.0
simple_swu,11,1,0,30,100,5402,2350.0
simple_swu,11,6,0,30,100,5402,2304.0
elligator2,11,8,0,30,100,5402,1903.0
elligator2,11,6,0,30,100,5402,1877.0
elligator2,11,10,0,30,100,5402,1910.0
simple_swu,11,0,1,30,100,5402,2261.0
elligator2,11,7,1,30,100,5402,1936.0
simple_swu,11,8,1,30,100,5402,2695.0
elligator2,11,1,0,30,100,5402,1883.0
elligator2,11,10,0,31,100,5402,1868.0
simple_swu,11,4,0,31,100,5402,2350.0
simple_swu,11,1,0,31,100,5402,2915.0
simple_swu,11,8,1,31,100,5402,2260.0
elligator2,11,7,1,31,100,5402,1956.0
simple_swu,11,5,0,31,100,5402,2337.0
elligator2,11,0,0,31,100,5402,1899.0
simple_swu,11,9,0,31,100,5402,2294.0
elligator2,11,8,0,31,100,5402,1869.0
simple_swu,11,3,1,31,100,5402,2273.0
elligator2,11,6,0,31,100,5402,1850.0
elligator2,11,5,0,31,100,5402,1833.0
simple_swu,11,6,0,31,100,5402,2288.0
simple_swu,11,2,0,31,100,5402,2277.0
simple_swu,11,10,0,31,100,5402,2280.0
simple_swu,11,7,0,31,100,5402,2274.0
elligator2,11,2,0,31,100,5402,1844.0
elligator2,11,3,0,31,100,5402,1840.0
elligator2,11,4,1,31,100,5402,1884.0
elligator2,11,9,0,31,100,5402,1835.0
elligator2,11,1,0,31,100,5402,1836.0
simple_swu,11,0,1,31,100,5402,2248.0
simple_swu,11,1,0,32,100,5402,2318.0
elligator2,11,1,0,32,100,5402,1874.0
elligator2,11,10,0,32,100,5402,1858.0
elligator2,11,2,0,32,100,5402,1910.0
simple_swu,11,9,0,32,100,5402,2324.0
simple_swu,11,5,0,32,100,5402,2329.0
elligator2,11,0,0,32,100,5402,1979.0
simple_swu,11,2,0,32,100,5402,2341.0
simple_swu,11,3,1,32,100,5402,2274.0
simple_swu,11,10,0,32,100,5402,2337.0
elligator2,11,8,0,32,100,5402,1884.0
simple_swu,11,0,1,32,100,5402,2283.0
simple_swu,11,8,1,32,100,5402,2280.0
elligator2,11,7,1,32,100,5402,1913.0
elligator2,11,5,0,32,100,5402,1900.0
simple_swu,11,6,0,32,100,5402,2383.0
elligator2,11,4,1,32,100,5402,1914.0
simple_swu,11,7,0,32,100,5402,2347.0
elligator2,11,6,0,32,100,5402,1909.0
elligator2,11,9,0,32,100,5402,1885.0
simple_swu,11,4,0,32,100,5402,2344.0
elligator2,11,3,0,32,100,5402,1893.0
elligator2,11,8,0,33,100,5402,1885.0
simple_swu,11,4,0,33,100,5402,2357.0
simple_swu,11,0,1,33,100,5402,2286.0
simple_swu,11,10,0,33,100,5402,2356.0
elligator2,11,6,0,33,100,5402,1893.0
simple_swu,11,5,0,33,100,5402,2366.0
simple_swu,11,3,1,33,100,5402,2279.0
simple_swu,11,6,0,33,100,5402,2331.0
elligator2,11,5,0,33,100,5402,1899.0
elligator2,11,4,1,33,100,5402,1963.0
elligator2,11,9,0,33,100,5402,1886.0
elligator2,11,10,0,33,100,5402,1913.0
elligator2,11,3,0,33,100,5402,1907.0
elligator2,11,7,1,33,100,5402,1916.0
simple_swu,11,7,0,33,100,5402,2363.0
simple_swu,11,1,0,33,100,5402,2343.0
simple_swu,11,8,1,33,100,5402,2298.0
simple_swu,11,9,0,33,100,5402,2329.0
elligator2,11,2,0,33,100,5402,1897.0
simple_swu,11,2,0,33,100,5402,2375.0
elligator2,11,1,0,33,100,5402,1885.0
elligator2,11,0,0,33,100,5402,1931.0
simple_swu,11,9,0,34,100,5402,2336.0
simple_swu,11,2,0,34,100,5402,2332.0
elligator2,11,5,0,34,100,5402,1902.0
elligator2,11,0,0,34,100,5402,1918.0
elligator2,11,10,0,34,100,5402,1873.0
elligator2,11,2,0,34,100,5402,1869.0
elligator2,11,9,0,34,100,5402,1968.0
elligator2,11,1,0,34,100,5402,2047.0
simple_swu,11,3,1,34,100,5402,2294.0
simple_swu,11,6,0,34,100,5402,2333.0
simple_swu,11,7,0,34,100,5402,2457.0
simple_swu,11,1,0,34,100,5402,2335.0
simple_swu,11,10,0,34,100,5402,2302.0
simple_swu,11,8,1,34,100,5402,2280.0
simple_swu,11,5,0,34,100,5402,2332.0
elligator2,11,8,0,34,100,5402,2034.0
simple_swu,11,0,1,34,100,5402,2312.0
elligator2,11,7,1,34,100,5402,1942.0
elligator2,11,4,1,34,100,5402,1900.0
elligator2,11,3,0,34,100,5402,1921.0
elligator2,11,6,0,34,100,5402,1912.0
simple_swu,11,4,0,34,100,5402,2349.0
simple_swu,11,4,0,35,100,5402,2312.0
simple_swu,11,3,1,35,100,5402,2270.0
elligator2,11,0,0,35,100,5402,1963.0
simple_swu,11,0,1,35,100,5402,2288.0
elligator2,11,10,0,35,100,5402,1928.0
elligator2,11,6,0,35,100,5402,1924.0
simple_swu,11,10,0,35,100,5402,2330.0
simple_swu,11,5,0,35,100,5402,2328.0
elligator2,11,4,1,35,100,5402,1924.0
elligator2,11,1,0,35,100,5402,1908.0
simple_swu,11,9,0,35,100,5402,2343.0
elligator2,11,5,0,35,100,5402,1921.0
elligator2,11,7,1,35,100,5402,1923.0
simple_swu,11,2,0,35,100,5402,2330.0
elligator2,11,8,0,35,100,5402,1921.0
elligator2,11,3,0,35,100,5402,1917.0
simple_swu,11,6,0,35,100,5402,2347.0
simple_swu,11,7,0,35,100,5402,2344.0
simple_swu,11,8,1,35,100,5402,2280.0
elligator2,11,9,0,35,100,5402,1907.0
simple_swu,11,1,0,35,100,5402,2337.0
elligator2,11,2,0,35,100,5402,1936.0
elligator2,11,7,1,36,100,5402,1915.0
simple_swu,11,10,0,36,100,5402,2323.0
simple_swu,11,9,0,36,100,5402,2303.0
elligator2,11,5,0,36,100,5402,1896.0
simple_swu,11,7,0,36,100,5402,2490.0
elligator2,11,9,0,36,100,5402,2138.0
elligator2,11,3,0,36,100,5402,1867.0
simple_swu,11,2,0,36,100,5402,2303.0
simple_swu,11,1,0,36,100,5402,2314.0
simple_swu,11,5,0,36,100,5402,2257.0
elligator2,11,2,0,36,100,5402,1866.0
elligator2,11,8,0,36,100,5402,1872.0
elligator2,11,4,1,36,100,5402,1888.0
simple_swu,11,4,0,36,100,5402,3155.0
simple_swu,11,3,1,36,100,5402,3154.0
simple_swu,11,6,0,36,100,5402,2282.0
elligator2,11,1,0,36,100,5402,1920.0
simple_swu,11,0,1,36,100,5402,2307.0
elligator2,11,10,0,36,100,5402,1912.0
simple_swu,11,8,1,36,100,5402,2228.0
elligator2,11,6,0,36,100,5402,1914.0
elligator2,11,0,0,36,100,5402,1908.0
elligator2,11,7,1,37,100,5402,1889.0
simple_swu,11,10,0,37,100,5402,2370.0
elligator2,11,2,0,37,100,5402,1875.0
elligator2,11,0,0,37,100,5402,2645.0
simple_swu,11,1,0,37,100,5402,3740.0
elligator2,11,9,0,37,100,5402,3045.0
elligator2,11,3,0,37,100,5402,3327.0
simple_swu,11,4,0,37,100,5402,3795.0
simple_swu,11,7,0,37,100,5402,2802.0
simple_swu,11,5,0,37,100,5402,2308.0
simple_swu,11,8,1,37,100,5402,3116.0
elligator2,11,6,0,37,100,5402,1919.0
simple_swu,11,3,1,37,100,5402,2264.0
simple_swu,11,9,0,37,100,5402,2286.0
elligator2,11,1,0,37,100,5402,1873.0
simple_swu,11,2,0,37,100,5402,2517.0
elligator2,11,8,0,37,100,5402,2360.0
simple_swu,11,0,1,37,100,5402,3734.0
elligator2,11,4,1,37,100,5402,2892.0
simple_swu,11,6,0,37,100,5402,3120.0
elligator2,11,10,0,37,100,5402,2178.0
elligator2,11,5,0,37,100,5402,1847.0
simple_swu,11,1,0,38,100,5402,3122.0
simple_swu,11,6,0,38,100,5402,2490.0
simple_swu,11,7,0,38,100,5402,2460.0
elligator2,11,7,1,38,100,5402,2002.0
elligator2,11,5,0,38,100,5402,1926.0
elligator2,11,10,0,38,100,5402,1926.0
elligator2,11,6,0,38,100,5402,1889.0
elligator2,11,8,0,38,100,5402,1873.0
simple_swu,11,8,1,38,100,5402,2248.0
simple_swu,11,4,0,38,100,5402,2285.0
elligator2,11,3,0,38,100,5402,1874.0
simple_swu,11,10,0,38,100,5402,2569.0
simple_swu,11,5,0,38,100,5402,3344.0
simple_swu,11,3,1,38,100,5402,3460.0
simple_swu,11,2,0,38,100,5402,3446.0
elligator2,11,4,1,38,100,5402,2938.0
simple_swu,11,0,1,38,100,5402,3575.0
simple_swu,11,9,0,38,100,5402,3228.0
elligator2,11,9,0,38,100,5402,1921.0
elligator2,11,2,0,38,100,5402,1864.0
elligator2,11,0,0,38,100,5402,1941.0
elligator2,11,1,0,38,100,5402,1856.0
elligator2,11,0,0,39,100,5402,1911.0
elligator2,11,7,1,39,100,5402,1847.0
elligator2,11,6,0,39,100,5402,1858.0
elligator2,11,8,0,39,100,5402,1847.0
elligator2,11,9,0,39,100,5402,1839.0
simple_swu,11,8,1,39,100,5402,2295.0
simple_swu,11,5,0,39,100,5402,2332.0
simple_swu,11,10,0,39,100,5402,2321.0
elligator2,11,4,1,39,100,5402,1938.0
simple_swu,11,9,0,39,100,5402,2379.0
simple_swu,11,0,1,39,100,5402,2289.0
elligator2,11,2,0,39,100,5402,1914.0
simple_swu,11,3,1,39,100,5402,2258.0
simple_swu,11,7,0,39,100,5402,2303.0
elligator2,11,1,0,39,100,5402,1900.0
simple_swu,11,4,0,39,100,5402,2345.0
elligator2,11,3,0,39,100,5402,1907.0
simple_swu,11,2,0,39,100,5402,2335.0
elligator2,11,5,0,39,100,5402,1938.0
simple_swu,11,1,0,39,100,5402,2339.0
elligator2,11,10,0,39,100,5402,1896.0
simple_swu,11,6,0,39,100,5402,2320.0
simple_swu,11,7,0,40,100,5402,2315.0
simple_swu,11,3,1,40,100,5402,2267.0
elligator2,11,6,0,40,100,5402,1926.0
elligator2,11,0,0,40,100,5402,1946.0
simple_swu,11,1,0,40,100,5402,2383.0
elligator2,11,7,1,40,100,5402,1932.0
elligator2,11,10,0,40,100,5402,1883.0
simple_swu,11,4,0,40,100,5402,2328.0
elligator2,11,2,0,40,100,5402,1893.0
elligator2,11,1,0,40,100,5402,1872.0
simple_swu,11,9,0,40,100,5402,2344.0
simple_swu,11,5,0,40,100,5402,2750.0
elligator2,11,5,0,40,100,5402,1962.0
simple_swu,11,6,0,40,100,5402,2332.0
elligator2,11,9,0,40,100,5402,1902.0
elligator2,11,4,1,40,100,5402,1904.0
simple_swu,11,2,0,40,100,5402,2310.0
elligator2,11,3,0,40,100,5402,1881.0
simple_swu,11,0,1,40,100,5402,2283.0
elligator2,11,8,0,40,100,5402,1901.0
simple_swu,11,8,1,40,100,5402,2250.0
simple_swu,11,10,0,40,100,5402,2341.0
simple_swu,11,0,1,41,100,5402,2265.0
elligator2,11,4,1,41,100,5402,1957.0
simple_swu,11,9,0,41,100,5402,2313.0
elligator2,11,1,0,41,100,5402,1918.0
simple_swu,11,5,0,41,100,5402,2313.0
elligator2,11,10,0,41,100,5402,1907.0
simple_swu,11,4,0,41,100,5402,2311.0
elligator2,11,2,0,41,100,5402,1906.0
simple_swu,11,6,0,41,100,5402,2313.0
simple_swu,11,8,1,41,100,5402,2297.0
simple_swu,11,3,1,41,100,5402,2275.0
simple_swu,11,2,0,41,100,5402,2324.0
simple_swu,11,10,0,41,100,5402,2303.0
elligator2,11,8,0,41,100,5402,1885.0
elligator2,11,7,1,41,100,5402,1889.0
elligator2,11,5,0,41,100,5402,1869.0
elligator2,11,6,0,41,100,5402,1868.0
simple_swu,11,7,0,41,100,5402,2313.0
simple_swu,11,1,0,41,100,5402,2342.0
elligator2,11,0,0,41,100,5402,1918.0
elligator2,11,9,0,41,100,5402,2072.0
elligator2,11,3,0,41,100,5402,2860.0
elligator2,11,3,0,42,100,5402,2633.0
elligator2,11,1,0,42,100,5402,2101.0
elligator2,11,4,1,42,100,5402,3206.0
simple_swu,11,7,0,42,100,5402,3958.0
elligator2,11,10,0,42,100,5402,3164.0
elligator2,11,5,0,42,100,5402,3137.0
simple_swu,11,6,0,42,100,5402,3846.0
elligator2,11,0,0,42,100,5402,3307.0
simple_swu,11,5,0,42,100,5402,3914.0
simple_swu,11,8,1,42,100,5402,3873.0
simple_swu,11,1,0,42,100,5402,3904.0
elligator2,11,9,0,42,100,5402,3209.0
elligator2,11,8,0,42,100,5402,3203.0
simple_swu,11,3,1,42,100,5402,3920.0
simple_swu,11,2,0,42,100,5402,3935.0
simple_swu,11,9,0,42,100,5402,3887.0
elligator2,11,2,0,42,100,5402,3200.0
elligator2,11,7,1,42,100,5402,3228.0
elligator2,11,6,0,42,100,5402,3228.0
simple_swu,11,4,0,42,100,5402,3970.0
simple_swu,11,10,0,42,100,5402,3917.0
simple_swu,11,0,1,42,100,5402,3955.0
simple_swu,11,3,1,43,100,5402,3922.0
elligator2,11,2,0,43,100,5402,3243.0
simple_swu,11,1,0,43,100,5402,3957.0
elligator2,11,8,0,43,100,5402,3221.0
simple_swu,11,8,1,43,100,5402,3895.0
simple_swu,11,6,0,43,100,5402,3925.0
elligator2,11,10,0,43,100,5402,3208.0
elligator2,11,7,1,43,100,5402,3247.0
simple_swu,11,7,0,43,100,5402,3903.0
simple_swu,11,4,0,43,100,5402,3887.0
elligator2,11,3,0,43,100,5402,3206.0
simple_swu,11,5,0,43,100,5402,3917.0
elligator2,11,4,1,43,100,5402,3244.0
elligator2,11,9,0,43,100,5402,3179.0
simple_swu,11,10,0,43,100,5402,3917.0
simple_swu,11,2,0,43,100,5402,3896.0
simple_swu,11,0,1,43,100,5402,3905.0
elligator2,11,0,0,43,100,5402,3283.0
elligator2,11,1,0,43,100,5402,3143.0
elligator2,11,6,0,43,100,5402,3139.0
elligator2,11,5,0,43,100,5402,3128.0
simple_swu,11,9,0,43,100,5402,3845.0
simple_swu,11,3,1,44,100,5402,3815.0
simple_swu,11,2,0,44,100,5402,3878.0
elligator2,11,2,0,44,100,5402,3200.0
simple_swu,11,6,0,44,100,5402,3951.0
elligator2,11,6,0,44,100,5402,3206.0
simple_swu,11,0,1,44,100,5402,3981.0
simple_swu,11,8,1,44,100,5402,3910.0
elligator2,11,4,1,44,100,5402,3251.0
simple_swu,11,10,0,44,100,5402,3912.0
elligator2,11,8,0,44,100,5402,3216.0
elligator2,11,1,0,44,100,5402,3185.0
elligator2,11,10,0,44,100,5402,2695.0
simple_swu,11,5,0,44,100,5402,2381.0
elligator2,11,9,0,44,100,5402,1895.0
simple_swu,11,9,0,44,100,5402,2359.0
simple_swu,11,1,0,44,100,5402,2361.0
elligator2,11,3,0,44,100,5402,1930.0
simple_swu,11,7,0,44,100,5402,2338.0
simple_swu,11,4,0,44,100,5402,2313.0
elligator2,11,5,0,44,100,5402,1984.0
elligator2,11,7,1,44,100,5402,1959.0
elligator2,11,0,0,44,100,5402,1917.0
simple_swu,11,1,0,45,100,5402,2345.0
elligator2,11,7,1,45,100,5402,1959.0
simple_swu,11,10,0,45,100,5402,2315.0
simple_swu,11,5,0,45,100,5402,2314.0
simple_swu,11,2,0,45,100,5402,2302.0
simple_swu,11,3,1,45,100,5402,2293.0
simple_swu,11,9,0,45,100,5402,2347.0
elligator2,11,6,0,45,100,5402,1920.0
elligator2,11,5,0,45,100,5402,1902.0
simple_swu,11,4,0,45,100,5402,2314.0
elligator2,11,3,0,45,100,5402,1918.0
simple_swu,11,7,0,45,100,5402,2863.0
elligator2,11,4,1,45,100,5402,2165.0
simple_swu,11,8,1,45,100,5402,2507.0
simple_swu,11,6,0,45,100,5402,2447.0
elligator2,11,10,0,45,100,5402,2073.0
elligator2,11,9,0,45,100,5402,2211.0
elligator2,11,2,0,45,100,5402,1889.0
elligator2,11,0,0,45,100,5402,1926.0
simple_swu,11,0,1,45,100,5402,2297.0
elligator2,11,8,0,45,100,5402,1873.0
elligator2,11,1,0,45,100,5402,1864.0
simple_swu,11,6,0,46,100,5402,2290.0
simple_swu,11,9,0,46,100,5402,2281.0
simple_swu,11,5,0,46,100,5402,2289.0
simple_swu,11,0,1,46,100,5402,2299.0
elligator2,11,6,0,46,100,5402,1908.0
elligator2,11,4,1,46,100,5402,1921.0
elligator2,11,5,0,46,100,5402,1851.0
elligator2,11,3,0,46,100,5402,1850.0
simple_swu,11,2,0,46,100,5402,2294.0
simple_swu,11,1,0,46,100,5402,2299.0
elligator2,11,2,0,46,100,5402,1914.0
elligator2,11,1,0,46,100,5402,2120.0
elligator2,11,7,1,46,100,5402,1886.0
elligator2,11,0,0,46,100,5402,1902.0
simple_swu,11,7,0,46,100,5402,2369.0
simple_swu,11,10,0,46,100,5402,2306.0
simple_swu,11,3,1,46,100,5402,2278.0
simple_swu,11,8,1,46,100,5402,2268.0
elligator2,11,10,0,46,100,5402,1856.0
elligator2,11,9,0,46,100,5402,1841.0
elligator2,11,8,0,46,100,5402,1877.0
simple_swu,11,4,0,46,100,5402,2302.0
simple_swu,11,1,0,47,100,5402,2308.0
simple_swu,11,9,0,47,100,5402,2336.0
simple_swu,11,5,0,47,100,5402,2311.0
elligator2,11,1,0,47,100,5402,1844.0
simple_swu,11,2,0,47,100,5402,2284.0
elligator2,11,2,0,47,100,5402,1852.0
simple_swu,11,0,1,47,100,5402,2304.0
elligator2,11,0,0,47,100,5402,1992.0
elligator2,11,5,0,47,100,5402,1845.0
simple_swu,11,3,1,47,100,5402,2253.0
elligator2,11,8,0,47,100,5402,1894.0
simple_swu,11,7,0,47,100,5402,2275.0
simple_swu,11,10,0,47,100,5402,2425.0
simple_swu,11,8,1,47,100,5402,2314.0
simple_swu,11,4,0,47,100,5402,2264.0
elligator2,11,6,0,47,100,5402,1890.0
elligator2,11,7,1,47,100,5402,1884.0
simple_swu,11,6,0,47,100,5402,2285.0
elligator2,11,4,1,47,100,5402,1890.0
elligator2,11,9,0,47,100,5402,1839.0
elligator2,11,10,0,47,100,5402,1878.0
elligator2,11,3,0,47,100,5402,1854.0
simple_swu,11,9,0,48,100,5402,2315.0
elligator2,11,7,1,48,100,5402,1922.0
elligator2,11,0,0,48,100,5402,1930.0
simple_swu,11,6,0,48,100,5402,2314.0
elligator2,11,5,0,48,100,5402,1871.0
simple_swu,11,7,0,48,100,5402,2326.0
simple_swu,11,2,0,48,100,5402,2346.0
elligator2,11,2,0,48,100,5402,2710.0
simple_swu,11,5,0,48,100,5402,2495.0
elligator2,11,4,1,48,100,5402,1917.0
simple_swu,11,10,0,48,100,5402,2294.0
simple_swu,11,0,1,48,100,5402,2854.0
simple_swu,11,8,1,48,100,5402,2261.0
elligator2,11,9,0,48,100,5402,1919.0
simple_swu,11,3,1,48,100,5402,2309.0
simple_swu,11,1,0,48,100,5402,2569.0
elligator2,11,8,0,48,100,5402,1920.0
elligator2,11,10,0,48,100,5402,1875.0
elligator2,11,3,0,48,100,5402,1885.0
elligator2,11,6,0,48,100,5402,1900.0
simple_swu,11,4,0,48,100,5402,2347.0
elligator2,11,1,0,48,100,5402,1907.0
elligator2,11,8,0,49,100,5402,1886.0
elligator2,11,1,0,49,100,5402,1926.0
elligator2,11,2,0,49,100,5402,1871.0
simple_swu,11,5,0,49,100,5402,2578.0
simple_swu,11,4,0,49,100,5402,3912.0
elligator2,11,0,0,49,100,5402,3392.0
simple_swu,11,1,0,49,100,5402,2362.0
elligator2,11,5,0,49,100,5402,1893.0
simple_swu,11,3,1,49,100,5402,2308.0
simple_swu,11,9,0,49,100,5402,2341.0
simple_swu,11,10,0,49,100,5402,2310.0
elligator2,11,3,0,49,100,5402,1892.0
elligator2,11,7,1,49,100,5402,1933.0
simple_swu,11,0,1,49,100,5402,2303.0
simple_swu,11,2,0,49,100,5402,2330.0
elligator2,11,6,0,49,100,5402,1897.0
elligator2,11,4,1,49,100,5402,1934.0
simple_swu,11,8,1,49,100,5402,2299.0
elligator2,11,9,0,49,100,5402,1875.0
elligator2,11,10,0,49,100,5402,1889.0
simple_swu,11,7,0,49,100,5402,2299.0
simple_swu,11,6,0,49,100,5402,2297.0
elligator2,11,5,0,50,100,5402,1896.0
simple_swu,11,8,1,50,100,5402,2299.0
simple_swu,11,7,0,50,100,5402,2308.0
elligator2,11,6,0,50,100,5402,1904.0
simple_swu,11,9,0,50,100,5402,2318.0
simple_swu,11,2,0,50,100,5402,2305.0
simple_swu,11,6,0,50,100,5402,2331.0
simple_swu,11,1,0,50,100,5402,2370.0
elligator2,11,1,0,50,100,5402,1889.0
elligator2,11,9,0,50,100,5402,1884.0
elligator2,11,4,1,50,100,5402,1958.0
simple_swu,11,3,1,50,100,5402,2300.0
simple_swu,11,5,0,50,100,5402,2309.0
elligator2,11,3,0,50,100,5402,1902.0
elligator2,11,10,0,50,100,5402,1899.0
elligator2,11,8,0,50,100,5402,1898.0
elligator2,11,0,0,50,100,5402,1956.0
simple_swu,11,4,0,50,100,5402,2306.0
simple_swu,11,0,1,50,100,5402,2480.0
elligator2,11,2,0,50,100,5402,1927.0
elligator2,11,7,1,50,100,5402,1906.0
simple_swu,11,10,0,50,100,5402,2330.0
simple_swu,11,2,0,51,100,5402,2315.0
elligator2,11,9,0,51,100,5402,1931.0
elligator2,11,10,0,51,100,5402,2277.0
elligator2,11,6,0,51,100,5402,1895.0
elligator2,11,7,1,51,100,5402,1914.0
elligator2,11,0,0,51,100,5402,1908.0
elligator2,11,2,0,51,100,5402,1863.0
simple_swu,11,1,0,51,100,5402,2337.0
simple_swu,11,0,1,51,100,5402,2295.0
simple_swu,11,5,0,51,100,5402,2333.0
elligator2,11,4,1,51,100,5402,1943.0
simple_swu,11,6,0,51,100,5402,2365.0
elligator2,11,5,0,51,100,5402,1865.0
elligator2,11,3,0,51,100,5402,1854.0
simple_swu,11,7,0,51,100,5402,2321.0
simple_swu,11,3,1,51,100,5402,2274.0
simple_swu,11,9,0,51,100,5402,2308.0
elligator2,11,1,0,51,100,5402,1906.0
simple_swu,11,8,1,51,100,5402,2272.0
simple_swu,11,4,0,51,100,5402,2308.0
simple_swu,11,10,0,51,100,5402,2344.0
elligator2,11,8,0,51,100,5402,2181.0
elligator2,11,7,1,52,100,5402,1943.0
elligator2,11,1,0,52,100,5402,2081.0
simple_swu,11,3,1,52,100,5402,3412.0
simple_swu,11,5,0,52,100,5402,2376.0
simple_swu,11,10,0,52,100,5402,2293.0
elligator2,11,10,0,52,100,5402,1881.0
elligator2,11,2,0,52,100,5402,1859.0
simple_swu,11,6,0,52,100,5402,2366.0
simple_swu,11,9,0,52,100,5402,2311.0
elligator2,11,8,0,52,100,5402,1900.0
elligator2,11,9,0,52,100,5402,1873.0
elligator2,11,3,0,52,100,5402,1866.0
simple_swu,11,1,0,52,100,5402,2304.0
elligator2,11,4,1,52,100,5402,1897.0
elligator2,11,5,0,52,100,5402,1868.0
elligator2,11,6,0,52,100,5402,1864.0
simple_swu,11,0,1,52,100,5402,2294.0
elligator2,11,0,0,52,100,5402,1979.0
simple_swu,11,4,0,52,100,5402,2324.0
simple_swu,11,8,1,52,100,5402,2256.0
simple_swu,11,2,0,52,100,5402,2298.0
simple_swu,11,7,0,52,100,5402,2293.0
elligator2,11,7,1,53,100,5402,1907.0
elligator2,11,0,0,53,100,5402,1918.0
elligator2,11,9,0,53,100,5402,1877.0
simple_swu,11,8,1,53,100,5402,2263.0
elligator2,11,6,0,53,100,5402,1930.0
simple_swu,11,10,0,53,100,5402,2311.0
simple_swu,11,6,0,53,100,5402,2286.0
simple_swu,11,2,0,53,100,5402,2286.0
simple_swu,11,0,1,53,100,5402,2267.0
elligator2,11,3,0,53,100,5402,1883.0
elligator2,11,5,0,53,100,5402,1876.0
elligator2,11,2,0,53,100,5402,1861.0
simple_swu,11,4,0,53,100,5402,2315.0
elligator2,11,1,0,53,100,5402,2181.0
elligator2,11,4,1,53,100,5402,1899.0
elligator2,11,10,0,53,100,5402,1850.0
