bits,prime_index,prime,prime_mod_12,smoothness_exponent,order_bound,discriminant_exponent,discriminant_bound,explicit_order_count,explicit_success,explicit_smooth_count,explicit_best_order,explicit_best_lpf,explicit_first_smooth_order,bounded_cm_success,cm_discriminant,cm_class_number,cm_conductor,cm_trace,cm_order,cm_lpf,measurement_ms
52,7,4503599627370227,11,3,140608,3,140608,1,0,0,4503599627370228,126542191,,1,-6827,17,1238246,86872776,4503599540497452,1619,88.2375999353826
52,8,4503599627370211,7,2,2704,3,140608,7,0,0,4503599755832775,59524951,,1,-3507,8,555422,-130124984,4503599757495196,1277,117.62400006409734
52,8,4503599627370211,7,3,140608,3,140608,7,0,0,4503599755832775,59524951,,1,-8,1,46624845,24967762,4503599602402450,89977,117.62400006409734
52,9,4503599627370161,5,2,2704,3,140608,5,0,0,4503599750857300,160141,,1,-15787,13,144007,132992509,4503599494377653,877,327.85449991934
52,9,4503599627370161,5,3,140608,3,140608,5,0,0,4503599750857300,160141,,1,-8,1,46699186,-23830374,4503599651200536,44777,327.85449991934
52,10,4503599627370101,5,2,2704,3,140608,5,1,1,4503599626887400,1061,4503599626887400,1,-4,1,67108430,482702,4503599626887400,1061,1.8863000441342592
52,10,4503599627370101,5,3,140608,3,140608,5,1,1,4503599626887400,1061,4503599626887400,1,-4,1,67108430,482702,4503599626887400,1061,1.8863000441342592
52,11,4503599627370083,11,2,2704,3,140608,1,0,0,4503599627370084,1323347293,,1,-63503,224,317806,107705868,4503599519664216,2087,646.6139000840485
52,11,4503599627370083,11,3,140608,3,140608,1,0,0,4503599627370084,1323347293,,1,-7,1,27675974,112484140,4503599514885944,6143,646.6139000840485
52,12,4503599627370023,11,2,2704,3,140608,1,0,0,4503599627370024,1195222831043,,1,-53507,71,467183,-79598763,4503599706968787,1973,507.01760000083596
52,12,4503599627370023,11,3,140608,3,140608,1,0,0,4503599627370024,1195222831043,,1,-1816,14,2653639,72294466,4503599555075558,38557,507.01760000083596
52,13,4503599627370001,1,2,2704,3,140608,10,0,0,4503599579957850,280681,,1,-8872,26,1230348,67707854,4503599559662148,1117,470.25229991413653
52,13,4503599627370001,1,3,140608,3,140608,10,0,0,4503599579957850,280681,,1,-8,1,25580814,113045894,4503599514324108,125441,470.25229991413653
52,14,4503599627369939,11,2,2704,3,140608,1,0,0,4503599627369940,1316841996307,,1,-4999,33,122762,-133936780,4503599761306720,1381,62.157300068065524
52,14,4503599627369939,11,3,140608,3,140608,1,0,0,4503599627369940,1316841996307,,1,-155,4,7260727,-99212319,4503599726582259,86399,62.157300068065524
52,15,4503599627369863,7,2,2704,3,140608,7,0,0,4503599539241556,395323,,0,,,,,,,1441.4191000396386
52,15,4503599627369863,7,3,140608,3,140608,7,0,0,4503599539241556,395323,,1,-411,6,4018891,106658981,4503599520710883,136421,1441.4191000396386
52,16,4503599627369861,5,2,2704,3,140608,5,0,0,4503599627369862,10472983,,1,-3299,27,532705,-130683687,4503599758053549,2131,70.4789999872446
52,16,4503599627369861,5,3,140608,3,140608,5,0,0,4503599627369862,10472983,,1,-148,2,1583506,132828046,4503599494541816,14797,70.4789999872446
52,17,4503599627369837,5,2,2704,3,140608,5,0,0,4503599529467080,66738937,,0,,,,,,,2118.957999977283
52,17,4503599627369837,5,3,140608,3,140608,5,0,0,4503599529467080,66738937,,1,-19,1,23696684,85704578,4503599541665260,39113,2118.957999977283
52,18,4503599627369827,7,2,2704,3,140608,7,0,0,4503599661667804,2205799,,1,-45447,166,16454,-134171884,4503599761541712,821,477.63879992999136
52,18,4503599627369827,7,3,140608,3,140608,7,0,0,4503599661667804,2205799,,1,-43,1,19712709,36124645,4503599591245183,20011,477.63879992999136
52,19,4503599627369797,1,2,2704,3,140608,10,0,0,4503599624307460,20115397,,1,-69087,136,489324,-38371174,4503599665740972,2551,1084.3395999399945
52,19,4503599627369797,1,3,140608,3,140608,10,0,0,4503599624307460,20115397,,1,-179,5,2408799,-130291153,4503599757660951,42979,1084.3395999399945
52,20,4503599627369741,5,2,2704,3,140608,5,0,0,4503599619870482,629617,,1,-13703,94,848060,-90327858,4503599717697600,193,221.97569999843836
52,20,4503599627369741,5,3,140608,3,140608,5,0,0,4503599619870482,629617,,1,-628,6,445570,-133752458,4503599761122200,41507,221.97569999843836
52,21,4503599627369699,11,2,2704,3,140608,1,0,0,4503599627369700,1980736081,,1,-40552,32,53261,-133788502,4503599761158202,2341,449.354299926199
52,21,4503599627369699,11,3,140608,3,140608,1,0,0,4503599627369700,1980736081,,1,-2248,8,1040843,124815938,4503599502553762,28429,449.354299926199
52,22,4503599627369677,1,2,2704,3,140608,10,0,0,4503599612367408,1001809,,1,-883,3,3371292,-89322814,4503599716692492,2081,37.14690008200705
52,22,4503599627369677,1,3,140608,3,140608,10,0,0,4503599612367408,1001809,,1,-163,1,10469379,12178315,4503599615191363,137587,37.14690008200705
52,23,4503599627369657,5,2,2704,3,140608,5,0,0,4503599760861626,628721,,0,,,,,,,2280.247399932705
52,23,4503599627369657,5,3,140608,3,140608,5,0,0,4503599760861626,628721,,1,-148,2,10012633,56364716,4503599571004942,25409,2280.247399932705
52,24,4503599627369629,1,2,2704,3,140608,10,0,0,4503599569825460,24469,,0,,,,,,,2121.6119999298826
52,24,4503599627369629,1,3,140608,3,140608,10,1,1,4503599569825460,24469,4503599569825460,1,-4,1,60628102,57544170,4503599569825460,24469,2121.6119999298826
52,25,4503599627369603,11,2,2704,3,140608,1,0,0,4503599627369604,10874162459,,0,,,,,,,1238.4519999613985
52,25,4503599627369603,11,3,140608,3,140608,1,0,0,4503599627369604,10874162459,,1,-331,3,5592154,-87540304,4503599714909908,4133,1238.4519999613985
52,26,4503599627369551,7,2,2704,3,140608,7,0,0,4503599743870093,141073,,1,-61723,35,507410,46074852,4503599581294700,1879,716.9293999904767
52,26,4503599627369551,7,3,140608,3,140608,7,0,0,4503599743870093,141073,,1,-555,4,877923,-132614603,4503599759984155,69011,716.9293999904767
52,27,4503599627369533,1,2,2704,3,140608,10,0,0,4503599761554192,2138803,,0,,,,,,,2099.194400012493
52,27,4503599627369533,1,3,140608,3,140608,10,0,0,4503599761554192,2138803,,1,-579,8,5408157,-32858981,4503599660228515,9463,2099.194400012493
52,28,4503599627369411,11,2,2704,3,140608,1,0,0,4503599627369412,16317389954237,,1,-22223,148,843950,46755012,4503599580614400,311,292.23450005520135
52,28,4503599627369411,11,3,140608,3,140608,1,0,0,4503599627369412,16317389954237,,1,-1447,23,451610,133113788,4503599494255624,8273,292.23450005520135
52,29,4503599627369399,11,2,2704,3,140608,1,0,0,4503599627369400,1175199527,,0,,,,,,,1291.0839000251144
52,29,4503599627369399,11,3,140608,3,140608,1,0,0,4503599627369400,1175199527,,1,-367,9,4176214,-107766592,4503599735135992,136943,1291.0839000251144
52,30,4503599627369387,11,2,2704,3,140608,1,0,0,4503599627369388,801277537,,1,-125711,497,280858,89989788,4503599537379600,1459,1098.2682999456301
