candidate_id,a0,a1,b0,b1,norm_f,factorization_f,largest_prime_f,norm_g,factorization_g,largest_prime_g,baseline_f,baseline_factorization_f,baseline_largest_prime_f,baseline_g,baseline_factorization_g,baseline_largest_prime_g,actual_f_B7,actual_g_B7,actual_joint_B7,baseline_f_B7,baseline_g_B7,baseline_joint_B7,actual_f_B13,actual_g_B13,actual_joint_B13,baseline_f_B13,baseline_g_B13,baseline_joint_B13
517,2,1,0,2,792,2^3*3^2*11^1,11,9112,2^3*17^1*67^1,67,966,2^1*3^1*7^1*23^1,23,11655,3^2*5^1*7^1*37^1,37,0,0,0,0,0,0,1,0,0,0,0,0
518,2,1,1,-2,1139,17^1*67^1,67,10774,2^1*5387^1,5387,2027,2027^1,2027,11271,3^1*13^1*17^2,17,0,0,0,0,0,0,0,0,0,0,0,0
519,2,1,1,-1,81,3^4,3,486,2^1*3^5,3,123,3^1*41^1,41,334,2^1*167^1,167,1,1,1,0,0,0,1,1,1,0,0,0
520,2,1,1,0,243,3^5,3,278,2^1*139^1,139,212,2^2*53^1,53,336,2^4*3^1*7^1,7,1,0,0,0,1,0,1,0,0,0,1,0
521,2,1,1,1,617,617^1,617,262,2^1*131^1,131,525,3^1*5^2*7^1,7,492,2^2*3^1*41^1,41,0,0,0,1,0,0,0,0,0,1,0,0
522,2,1,1,2,2403,3^3*89^1,89,9558,2^1*3^4*59^1,59,4037,11^1*367^1,367,12941,12941^1,12941,0,0,0,0,0,0,0,0,0,0,0,0
523,2,1,2,-2,1944,2^3*3^5,3,27864,2^3*3^4*43^1,43,1935,3^2*5^1*43^1,43,27935,5^1*37^1*151^1,151,1,0,0,0,0,0,1,0,0,0,0,0
524,2,1,2,-1,88,2^3*11^1,11,4448,2^5*139^1,139,90,2^1*3^2*5^1,5,6391,7^1*11^1*83^1,83,0,0,0,1,0,0,1,0,0,1,0,0
525,2,1,2,0,536,2^3*67^1,67,1176,2^3*3^1*7^2,7,547,547^1,547,1053,3^4*13^1,13,0,1,0,0,0,0,0,1,0,0,1,0
526,2,1,2,1,1944,2^3*3^5,3,864,2^5*3^3,3,1448,2^3*181^1,181,544,2^5*17^1,17,1,1,1,0,0,0,1,1,1,0,0,0
527,2,1,2,2,6424,2^3*11^1*73^1,73,17624,2^3*2203^1,2203,5190,2^1*3^1*5^1*173^1,173,17642,2^1*8821^1,8821,0,0,0,0,0,0,0,0,0,0,0,0
528,2,2,-2,-1,2504,2^3*313^1,313,11824,2^4*739^1,739,2474,2^1*1237^1,1237,9935,5^1*1987^1,1987,0,0,0,0,0,0,0,0,0,0,0,0
529,2,2,-2,1,648,2^3*3^4,3,3888,2^4*3^5,3,846,2^1*3^2*47^1,47,4047,3^1*19^1*71^1,71,1,1,1,0,0,0,1,1,1,0,0,0
530,2,2,-1,-2,2497,11^1*227^1,227,29132,2^2*7283^1,7283,3819,3^1*19^1*67^1,67,32129,19^2*89^1,89,0,0,0,0,0,0,0,0,0,0,0,0
531,2,2,-1,-1,2187,3^7,3,5292,2^2*3^3*7^2,7,2165,5^1*433^1,433,6110,2^1*5^1*13^1*47^1,47,1,1,1,0,0,0,1,1,1,0,0,0
532,2,2,-1,0,1721,1721^1,1721,1356,2^2*3^1*113^1,113,1723,1723^1,1723,1991,11^1*181^1,181,0,0,0,0,0,0,0,0,0,0,0,0
533,2,2,-1,1,859,859^1,859,2924,2^2*17^1*43^1,43,789,3^1*263^1,263,3748,2^2*937^1,937,0,0,0,0,0,0,0,0,0,0,0,0
534,2,2,-1,2,1377,3^4*17^1,17,18252,2^2*3^3*13^2,13,1702,2^1*23^1*37^1,37,24971,24971^1,24971,0,0,0,0,0,0,0,1,0,0,0,0
535,2,2,0,-1,2008,2^3*251^1,251,1968,2^4*3^1*41^1,41,1534,2^1*13^1*59^1,59,1967,7^1*281^1,281,0,0,0,0,0,0,0,0,0,0,0,0
536,2,2,0,1,1944,2^3*3^5,3,2224,2^4*139^1,139,1549,1549^1,1549,2123,11^1*193^1,193,1,0,0,0,0,0,1,0,0,0,0,0
537,2,2,1,-2,3753,3^3*139^1,139,8748,2^2*3^7,3,2641,19^1*139^1,139,9263,59^1*157^1,157,0,1,0,0,0,0,0,1,0,0,0,0
538,2,2,1,-1,1523,1523^1,1523,268,2^2*67^1,67,1768,2^3*13^1*17^1,17,289,17^2,17,0,0,0,0,0,0,0,0,0,0,0,0
539,2,2,1,0,1569,3^1*523^1,523,1964,2^2*491^1,491,1729,7^1*13^1*19^1,19,1091,1091^1,1091,0,0,0,0,0,0,0,0,0,0,0,0
540,2,2,1,1,3267,3^3*11^2,11,972,2^2*3^5,3,2325,3^1*5^2*31^1,31,737,11^1*67^1,67,0,1,0,0,0,0,1,1,1,0,0,0
541,2,2,1,2,8777,67^1*131^1,131,4012,2^2*17^1*59^1,59,12368,2^4*773^1,773,2080,2^5*5^1*13^1,13,0,0,0,0,0,0,0,0,0,0,1,0
542,2,2,2,-1,648,2^3*3^4,3,3888,2^4*3^5,3,944,2^4*59^1,59,3509,11^2*29^1,29,1,1,1,0,0,0,1,1,1,0,0,0
543,2,2,2,1,4936,2^3*617^1,617,2096,2^4*131^1,131,4361,7^2*89^1,89,3013,23^1*131^1,131,0,0,0,0,0,0,0,0,0,0,0,0
